Socket created
Connected
82
80
84
77
82
78
97
77
71
79
81
72
78
96
86
77
80
81
75
80
78
74
71
89
90
80
89
85
85
78
74
73
80
77
92
88
78
80
85
88
80
80
80
77
96
77
84
75
79
78
79
97
83
82
75
85
80
83
84
75
76
68
80
82
74
75
84
77
75
79
81
77
78
79
95
88
80
75
70
75
75
75
87
78
82
89
80
83
76
84
81
73
80
77
85
84
84
77
93
91
91
75
82
80
74
68
75
79
77
79
73
77
77
82
79
79
79
76
90
78
78
76
85
79
78
71
84
97
75
89
73
81
73
80
77
81
89
77
76
77
71
74
72
79
79
77
80
73
93
72
82
79
96
76
78
84
96
71
96
83
74
89
86
83
77
81
73
85
82
76
77
78
77
82
74
77
97
78
77
79
77
79
77
79
84
82
84
84
77
81
80
81
78
77
76
81
80
79
75
94
79
77
80
88
77
97
92
77
75
76
83
80
77
77
80
77
82
78
89
81
73
84
74
79
78
75
82
79
89
75
79
76
75
75
75
79
87
83
86
74
81
80
81
77
75
74
80
83
79
97
93
73
89
80
78
85
80
78
89
76
77
90
73
76
76
86
77
83
74
78
89
73
79
90
75
94
85
96
82
78
95
89
73
80
81
79
89
83
81
88
94
79
73
81
93
78
80
74
88
75
96
75
77
80
75
79
75
77
76
90
69
90
80
80
79
77
82
90
76
76
75
87
74
81
94
79
78
79
85
77
89
79
81
76
90
76
74
76
74
78
96
75
82
82
87
78
79
74
83
73
79
80
83
78
78
77
76
76
86
80
78
86
81
85
75
95
78
75
76
76
87
78
94
80
82
78
88
76
92
81
80
78
78
84
80
95
77
79
81
71
73
85
73
72
81
74
77
76
97
77
80
76
76
76
74
80
77
80
80
73
81
76
82
92
76
75
89
76
83
78
80
78
86
90
79
76
69
85
80
76
79
91
81
79
72
84
75
92
74
75
73
95
83
74
79
97
87
74
79
82
99
78
79
88
68
83
82
76
79
89
87
76
85
90
79
75
78
80
82
82
74
79
79
93
82
96
79
78
75
81
86
84
75
88
82
93
83
78
81
79
77
92
73
74
77
77
77
76
76
80
81
78
97
81
83
73
81
80
76
76
76
80
98
88
78
98
94
84
81
73
79
81
83
89
83
94
80
81
78
82
72
97
75
79
75
80
87
78
78
79
78
78
79
97
83
79
89
78
81
97
80
93
77
77
77
78
82
76
82
96
79
74
81
77
80
80
73
93
86
74
83
80
89
79
67
95
82
79
80
90
82
88
74
82
76
81
81
75
79
76
73
86
77
76
89
81
82
85
87
79
89
79
82
78
81
82
76
91
81
79
74
82
75
83
78
82
96
97
82
82
93
79
86
90
74
90
77
81
89
74
96
80
78
79
94
74
80
76
82
92
77
87
74
71
83
91
77
76
79
92
84
93
77
78
77
80
75
76
79
88
89
81
81
87
73
68
74
97
88
73
94
79
78
66
92
86
89
79
81
80
85
80
73
77
96
79
81
84
77
83
81
89
79
87
81
79
85
79
93
76
91
80
80
76
87
90
77
80
82
76
76
79
87
79
95
82
97
82
80
76
77
73
77
78
90
86
80
78
81
83
77
81
77
78
76
75
69
92
77
90
74
80
76
78
75
77
83
75
82
72
79
96
83
68
79
84
84
76
91
98
75
89
80
86
79
81
81
78
79
81
93
89
81
77
84
76
88
95
79
80
79
88
78
79
78
89
74
79
85
79
85
79
77
80
79
80
80
76
83
84
77
75
81
79
85
73
73
75
76
83
84
76
81
87
80
82
79
75
80
79
75
71
80
79
91
96
75
73
75
83
79
77
75
70
74
80
77
97
76
80
76
80
78
72
82
77
93
83
78
92
75
93
78
85
79
77
75
84
93
65
78
76
73
92
71
79
85
80
72
82
79
79
77
95
92
78
82
85
80
79
78
90
83
75
75
81
68
87
87
76
79
88
81
79
79
81
81
71
94
95
81
76
80
72
76
76
78
76
80
79
89
95
77
77
84
82
82
90
87
70
79
89
89
73
84
85
81
90
76
85
79
79
77
86
89
79
89
82
80
96
83
78
76
73
73
82
83
73
70
86
87
79
95
84
85
80
80
86
78
86
89
75
85
78
68
96
88
73
73
80
80
79
78
89
80
74
80
94
90
80
73
79
76
88
73
77
75
84
74
84
96
77
80
81
89
78
81
93
94
78
